date,stock_id,percent,people,unit
2026-09-04,5432,54.1,4,11195533
2026-09-04,5434,54.52,74,105811587
2026-09-04,5438,75.19999999999999,10,84640715
2026-09-04,5439,37.49,32,34879229
2026-09-04,5442,20.65,12,13391310
2026-09-04,5443,40.39,25,66583136
2026-09-04,5450,81.35000000000001,11,99588261
2026-09-04,5452,42.46,21,63179807
2026-09-04,5455,93.99,25,61569785
2026-09-04,5457,51.910000000000004,31,102000112
2026-09-04,5460,57.03,30,33534641
2026-09-04,5464,72.21000000000001,28,55062006
2026-09-04,5465,72.24000000000001,17,106705473
2026-09-04,5467,86.39999999999999,11,73931230
2026-09-04,5468,66.45,13,39165425
2026-09-04,5469,72.36,75,351828819
2026-09-04,5471,28.03,39,47087495
2026-09-04,5473,0.0,0,0
2026-09-04,5474,56.66,8,22534462
2026-09-04,5475,26.93,21,34253535
2026-09-04,5478,79.15,29,123581575
2026-09-04,5481,64.68,23,46196842
2026-09-04,5483,58.18,156,373184195
2026-09-04,5484,37.96,11,25366569
2026-09-04,5487,71.41,15,17301381
2026-09-04,5488,46.15,31,42280065
2026-09-04,5489,85.34,14,87667600
2026-09-04,5490,35.31,26,33959895
2026-09-04,5492,98.66,1,70463021
2026-09-04,5493,44.83,18,19591929
2026-09-04,5497,26.21,14,17125758
2026-09-04,5498,34.83,25,67452420
2026-09-04,5501,28.1,4,5958710
2026-09-04,5505,65.49,47,90954954
2026-09-04,5506,66.77000000000001,34,101884724
2026-09-04,5508,69.13999999999999,20,150351539
2026-09-04,5511,68.65,44,93389545
2026-09-04,5512,61.760000000000005,158,473379953
2026-09-04,5514,92.49,51,218407991
2026-09-04,5515,71.39999999999999,58,143989192
2026-09-04,5516,70.82,15,36515260
2026-09-04,5519,57.31999999999999,43,131979704
2026-09-04,5520,83.78999999999999,23,50263690
2026-09-04,5521,59.260000000000005,103,291821649
2026-09-04,5522,88.55,60,692237736
2026-09-04,5523,92.46000000000001,31,143358219
2026-09-04,5524,30.78,22,18074033
2026-09-04,5525,88.42,69,281313133
2026-09-04,5529,73.31,19,77566181
2026-09-04,5530,82.91,49,348325280
2026-09-04,5531,85.89999999999999,82,840014419
2026-09-04,5532,31.03,8,5526963
2026-09-04,5533,80.85,79,230711098
2026-09-04,5534,69.1,86,217936567
2026-09-04,5536,55.949999999999996,60,69447924
2026-09-04,5538,93.7,21,188561286
2026-09-04,5541,82.05,10,21689146
2026-09-04,5543,72.37,28,33806233
2026-09-04,5546,84.55,18,69645763
2026-09-04,5547,65.82,13,29819895
2026-09-04,5548,65.46000000000001,18,38322926
2026-09-04,5601,79.72999999999999,44,51679273
2026-09-04,5603,54.1,21,56747998
2026-09-04,5604,67.18,46,73093505
2026-09-04,5607,77.03,61,285485017
2026-09-04,5608,30.19,56,117637720
2026-09-04,5609,52.6,46,75180315
2026-09-04,5701,54.169999999999995,20,77484220
2026-09-04,5702,0.0,0,0
2026-09-04,5703,88.28999999999999,25,62024117
2026-09-04,5704,83.91,23,49398830
2026-09-04,5706,38.53,13,32286314
2026-09-04,5810,72.9,99,668254424
2026-09-04,5848,100.0,1,12299164593
2026-09-04,5859,96.82000000000001,47,1404432608
2026-09-04,5863,81.45,44,260854475
2026-09-04,5864,68.47,116,345542312
2026-09-04,5867,100.0,1,81500000
2026-09-04,5871,70.4,370,1229197653
2026-09-04,5871A,68.72,46,103093538
2026-09-04,5876,88.36,822,4339818246
2026-09-04,5878,72.36,13,18111334
2026-09-04,5880,74.91,1762,11750051635
2026-09-04,5901,77.87,2,17837451
2026-09-04,5902,85.18,16,80515595
2026-09-04,5903,91.42,26,204108888
2026-09-04,5904,79.39,184,845211280
2026-09-04,5905,46.540000000000006,42,131100093
2026-09-04,5906,86.27000000000001,9,30837216
2026-09-04,5907,69.06,28,135075706
2026-09-04,6005,70.19,285,1524101949
2026-09-04,6015,51.050000000000004,88,212893157
2026-09-04,6016,51.28,149,396219429
2026-09-04,6020,96.9,10,244550186
2026-09-04,6021,90.46,47,282500872
2026-09-04,6023,87.78,22,393332155
2026-09-04,6024,69.61,31,185681795
2026-09-04,6026,50.56999999999999,92,200418324
2026-09-04,6027,95.72,10,149086384
2026-09-04,6028,64.68,12,16174558
2026-09-04,6030,100.0,1,1000000000
2026-09-04,6030O,100.0,1,1000000000
2026-09-04,6031,100.0,1,2000000000
2026-09-04,6035,93.88999999999999,20,67109183
2026-09-04,6038,100.0,1,50000000
2026-09-04,6039,100.0,1,1000000000
2026-09-04,6040,100.0,1,82503000
2026-09-04,6101,88.08,40,102716388
2026-09-04,6103,90.69,5,12339055
2026-09-04,6104,19.54,16,17817241
2026-09-04,6107,40.949999999999996,17,35824813
2026-09-04,6108,56.089999999999996,41,86688102
2026-09-04,6109,48.96,31,43014652
2026-09-04,6110,18.419999999999998,7,5411979
2026-09-04,6111,45.7,25,49605713
2026-09-04,6112,59.0,13,111161111
2026-09-04,6113,53.230000000000004,8,27975975
2026-09-04,6114,72.79,8,31969559
2026-09-04,6115,60.330000000000005,29,113250540
2026-09-04,6116,42.669999999999995,196,1220635210
2026-09-04,6117,54.669999999999995,14,50638307
2026-09-04,6118,56.660000000000004,16,51517611
2026-09-04,6120,59.769999999999996,79,358157103
2026-09-04,6121,67.2,82,124327643
2026-09-04,6122,31.990000000000002,20,25001568
2026-09-04,6123,43.25,20,26864731
2026-09-04,6124,93.74,18,171106013
2026-09-04,6125,35.09,31,90941230
2026-09-04,6126,36.41,21,47434998
2026-09-04,6127,21.439999999999998,16,23192662
2026-09-04,6128,60.089999999999996,27,76698692
2026-09-04,6129,17.119999999999997,15,31004495
2026-09-04,6130,62.39,16,28894069
2026-09-04,6131,41.19,9,14337008
2026-09-04,6132,35.49,25,22648506
2026-09-04,6133,48.769999999999996,21,57083403
2026-09-04,6134,55.14,18,45165614
2026-09-04,6135,38.45,12,29302404
2026-09-04,6136,47.04,33,54359697
2026-09-04,6137,38.83,29,39375649
2026-09-04,6138,47.400000000000006,24,35862827
2026-09-04,6139,63.64,71,149965538
2026-09-04,6140,45.48,16,24979919
2026-09-04,6141,52.38,36,59390735
2026-09-04,6142,58.79,53,194497043
2026-09-04,6143,26.549999999999997,17,22865390
2026-09-04,6144,89.54,3,34271642
2026-09-04,6146,55.55,31,56613043
2026-09-04,6147,64.62,135,481299217
2026-09-04,6148,36.06,8,16811311
2026-09-04,6149,39.03,7,12445340
2026-09-04,6150,16.13,7,7803970
2026-09-04,6151,36.629999999999995,19,20244711
2026-09-04,6152,24.37,30,40910453
2026-09-04,6153,46.57,96,296453130
2026-09-04,6154,63.349999999999994,21,50751506
2026-09-04,6155,52.16,19,45926569
2026-09-04,6156,39.63,22,42766212
2026-09-04,6158,42.33,16,23307472
2026-09-04,6160,38.76,16,26553260
2026-09-04,6161,41.45,7,23322708
2026-09-04,6162,52.0,24,41487376
2026-09-04,6163,44.31,34,65971674
2026-09-04,6164,23.56,18,18864626
2026-09-04,6165,51.480000000000004,28,40051718
2026-09-04,6166,74.84,56,163278728
2026-09-04,6167,43.51,33,63540614
2026-09-04,6168,46.809999999999995,25,96352019
2026-09-04,6169,31.03,4,7260944
2026-09-04,6170,58.25,20,56669252
2026-09-04,6171,87.53,23,87540892
2026-09-04,6172,91.42,9,27428232
2026-09-04,6173,64.01,30,109619642
2026-09-04,6174,63.03,14,31517762
2026-09-04,6175,61.230000000000004,24,91942785
2026-09-04,6176,43.11,101,150436371
2026-09-04,6177,76.51,126,361173366
2026-09-04,6179,42.95,51,76674517
2026-09-04,6180,50.88,32,89334184
2026-09-04,6181,12.14,6,5545988
2026-09-04,6182,24.49,78,156419894
2026-09-04,6183,77.45,32,116188360
2026-09-04,6184,72.15,29,117006493
2026-09-04,6185,50.59,45,75855542
2026-09-04,6186,51.64,32,100693669
2026-09-04,6187,54.11,46,53185943
2026-09-04,6188,42.36,39,117987593
2026-09-04,6189,35.08,69,92662442
2026-09-04,6190,35.269999999999996,41,69456632
2026-09-04,6191,57.660000000000004,53,287995725
2026-09-04,6192,56.3,37,54153380
2026-09-04,6193,61.38,38,109173702
2026-09-04,6194,56.52,19,27138144
2026-09-04,6195,53.24,7,26729497
2026-09-04,6196,71.47,44,157519606
2026-09-04,6197,44.21,25,55740389
2026-09-04,6198,94.57,8,162125442
2026-09-04,6199,81.6,21,50406303
2026-09-04,6201,69.11,21,61661209
2026-09-04,6202,41.03,44,94564897
2026-09-04,6203,59.22,16,48809021
2026-09-04,6204,29.71,3,6867007
2026-09-04,6205,45.34,24,37299085
2026-09-04,6206,54.69,44,78268662
2026-09-04,6207,16.28,14,15239259
2026-09-04,6208,65.44,43,61837269
2026-09-04,6209,38.54,45,70301804
2026-09-04,6210,54.11,16,18969855
2026-09-04,6212,91.81,27,93667680
2026-09-04,6213,67.71000000000001,72,246287405
2026-09-04,6214,65.46,60,178268838
2026-09-04,6215,32.699999999999996,14,27091058
2026-09-04,6216,38.83,25,37843329
2026-09-04,6217,25.6,25,30035394
2026-09-04,6218,53.1,22,34138184
2026-09-04,6219,69.85,21,87314909
2026-09-04,6220,63.55,53,93121798
2026-09-04,6221,74.49,20,125637662
2026-09-04,6222,90.08000000000001,10,86216142
2026-09-04,6223,49.91,33,48924227
2026-09-04,6224,39.44,27,33785155
2026-09-04,6225,71.28,7,19819725
2026-09-04,6226,26.990000000000002,23,31200689
2026-09-04,6227,70.39,5,53591423
2026-09-04,6228,80.44,5,20916832
2026-09-04,6229,35.089999999999996,5,14163550
2026-09-04,6230,87.81,3,75818982
2026-09-04,6231,32.75,11,14955908
2026-09-04,6232,18.759999999999998,60,84770240
2026-09-04,6233,28.47,18,23065720
2026-09-04,6234,54.31,19,54538314
2026-09-04,6235,40.64,24,81277998
2026-09-04,6236,92.72,4,38627813
2026-09-04,6237,18.67,11,14878466
2026-09-04,6239,62.19,169,472218634
2026-09-04,6240,85.96000000000001,10,19662674
2026-09-04,6241,56.69,6,25818286
2026-09-04,6242,63.69,7,20260755
2026-09-04,6243,20.73,6,9390416
2026-09-04,6244,32.47,70,125742512
2026-09-04,6245,43.86,24,64338086
2026-09-04,6246,62.99,7,23847295
2026-09-04,6248,48.94,24,48941854
2026-09-04,6249,14.82,1,425000
2026-09-04,6250,70.88000000000001,2,12937249
2026-09-04,6252,40.34,1,546393
2026-09-04,6253,0.0,0,0
2026-09-04,6254,49.51,13,15294450
2026-09-04,6256,0.0,0,0
2026-09-04,6257,45.92999999999999,140,222358661
2026-09-04,6258,0.0,0,0
2026-09-04,6259,42.82,3,12017462
2026-09-04,6261,39.38,29,50636851
2026-09-04,6262,28.669999999999998,5,5865881
2026-09-04,6263,44.26,8,27668940
2026-09-04,6264,71.77000000000001,28,97900111
2026-09-04,6265,48.290000000000006,23,57090267
2026-09-04,6266,38.77,37,59675061
2026-09-04,6267,0.0,0,0
2026-09-04,6268,0.0,0,0
2026-09-04,6269,32.68,62,105922635
2026-09-04,6270,41.0,16,29598997
2026-09-04,6271,48.12,56,100654009
2026-09-04,6272,50.949999999999996,33,41679355
2026-09-04,6274,64.14,94,192145478
2026-09-04,6275,29.58,16,23776687
2026-09-04,6276,50.97,3,11237830
2026-09-04,6277,57.61,43,68837476
2026-09-04,6278,62.550000000000004,92,182990759
2026-09-04,6279,47.769999999999996,38,56865874
2026-09-04,6280,99.95,1,65459517
2026-09-04,6281,56.28,37,55831322
2026-09-04,6282,40.89,111,350159233
2026-09-04,6283,62.78,21,92689112
2026-09-04,6284,48.87,16,72824361
2026-09-04,6285,63.25,107,305888049
2026-09-04,6287,94.0,7,114177823
2026-09-04,6289,0.0,0,0
2026-09-04,6290,37.68,51,63952598
2026-09-04,6291,63.81,6,26802089
2026-09-04,6292,46.86,8,21842716
2026-09-04,6293,0.0,0,0
2026-09-04,6294,37.29,4,9713459
2026-09-04,6295,22.33,1,421634
2026-09-04,6296,0.0,0,0
2026-09-04,6297,99.9,1,13129198
2026-09-04,6299,98.35,1,25154338
2026-09-04,6402,64.00999999999999,24,37276176
2026-09-04,6403,41.54,1,6369110
2026-09-04,6404,67.09,5,16342729
2026-09-04,6405,52.43,24,34513084
2026-09-04,6406,58.18,5,20743917
2026-09-04,6407,37.35,18,28071455
2026-09-04,6409,66.6,38,58797709
2026-09-04,6411,34.84,33,34692419
2026-09-04,6412,78.41,48,314282159
2026-09-04,6414,62.81,56,98746614
2026-09-04,6415,79.08,159,308515359
2026-09-04,6416,47.84,17,35111601
2026-09-04,6417,67.86,20,28696964
2026-09-04,6418,57.379999999999995,10,19815563
2026-09-04,6419,40.08,4,5275365
2026-09-04,6423,40.18,12,12465574
2026-09-04,6425,42.7,14,21951503
2026-09-04,6426,45.11,8,17379623
2026-09-04,6427,100.0,1,56998677
2026-09-04,6428,91.64,3,16204735
2026-09-04,6429,38.120000000000005,5,3530082
2026-09-04,6431,70.39,20,68574252
2026-09-04,6432,31.05,11,12476473
2026-09-04,6434,85.17999999999999,21,394973165
2026-09-04,6435,51.57,4,19322891
2026-09-04,6436,98.56,1,17921525
2026-09-04,6437,65.0,19,21002715
2026-09-04,6438,34.29,23,28207796
2026-09-04,6441,45.19,6,24099791
2026-09-04,6442,55.38,34,45326682
2026-09-04,6443,16.45,43,84489932
2026-09-04,6446,56.82,159,240107155
2026-09-04,6449,72.12,24,66286428
2026-09-04,6451,66.01,17,77750869
2026-09-04,6452,39.22,24,39295392
2026-09-04,6453,0.0,0,0
2026-09-04,6455,68.47999999999999,16,25409235
2026-09-04,6456,50.57,48,170927657
2026-09-04,6458,65.25,6,17483193
2026-09-04,6461O,63.72,32,113662966
2026-09-04,6462,30.61,19,27958300
2026-09-04,6464,85.87,41,110611522
2026-09-04,6465,66.22,12,39127196
2026-09-04,6467,34.03,15,17843448
2026-09-04,6468,98.62,1,11908580
2026-09-04,6469,47.519999999999996,31,75633341
2026-09-04,6470,41.32,2,15578927
2026-09-04,6471,0.0,0,0
2026-09-04,6472,56.81,35,72759379
2026-09-04,6473,77.03999999999999,26,46237699
2026-09-04,6474,67.26,29,35340448
2026-09-04,6475,73.13,12,25443151
2026-09-04,6477,40.87,20,50719734
2026-09-04,6479,86.78999999999999,9,49743233
2026-09-04,6481,96.00999999999999,6,26121892
2026-09-04,6482,67.6,8,19358223
2026-09-04,6483,43.7,34,29207995
2026-09-04,6484,100.0,1,25000000
2026-09-04,6485,25.57,10,12119516
2026-09-04,6486,43.1,5,21937600
2026-09-04,6488,77.67999999999999,99,371475292
2026-09-04,6489,62.980000000000004,18,17933233
2026-09-04,6490,70.61999999999999,10,27375474
2026-09-04,6491,65.2,26,50869194
2026-09-04,6492,39.16,25,45018643
2026-09-04,6493,80.37,9,24151999
2026-09-04,6494,16.79,8,5303645
2026-09-04,6495,52.589999999999996,39,90506153
2026-09-04,6496,65.96000000000001,9,31198962
2026-09-04,6497,97.19,5,184631605
2026-09-04,6498,67.97999999999999,18,32284194
2026-09-04,6499,41.66,14,40406779
2026-09-04,6502,90.96,1,7930713
2026-09-04,6503,80.41,3,9659856
2026-09-04,6504,70.66,23,51312527
2026-09-04,6505,95.66000000000001,187,9113822691
2026-09-04,6506,60.900000000000006,39,50172142
2026-09-04,6508,61.93,16,53607493
2026-09-04,6509,37.2,49,73495952
2026-09-04,6510,54.57,10,17972282
2026-09-04,6511,72.03,24,43228928
2026-09-04,6512,36.03,10,9108794
2026-09-04,6515,49.47,16,18052356
2026-09-04,6516,52.71,14,29701533
2026-09-04,6517,19.69,4,6025429
2026-09-04,6518,84.46,12,28159334
2026-09-04,6523,63.08,8,28418005
2026-09-04,6525,67.47,25,87088319
2026-09-04,6526,78.72,16,131904695
2026-09-04,6527,44.28,7,11275367
2026-09-04,6529,71.81,7,9121241
2026-09-04,6530,15.53,5,5246047
2026-09-04,6531,63.82,60,104162716
2026-09-04,6532,35.57,16,13326727
2026-09-04,6533,20.75,7,10517986
2026-09-04,6534,83.83,32,86200732
2026-09-04,6535,64.23,36,107847997
2026-09-04,6536,74.27,9,19554576
2026-09-04,6538,47.07,21,18724155
2026-09-04,6539,85.23,10,20756987
2026-09-04,6540,99.05,3,218374577
2026-09-04,6541,70.78999999999999,42,187794631
2026-09-04,6542,84.71,14,35589859
2026-09-04,6543,66.94,29,41417133
2026-09-04,6545,44.15,7,9751106
2026-09-04,6546,40.760000000000005,14,27266371
2026-09-04,6547,36.35,68,124094194
2026-09-04,6548,87.65,93,833262215
2026-09-04,6549,31.32,28,25106290
2026-09-04,6550,76.63000000000001,78,685876932
2026-09-04,6551,83.69,11,60095270
2026-09-04,6552,58.37,7,48456950
2026-09-04,6555,69.50999999999999,17,82906836
2026-09-04,6556,77.42,12,22266720
2026-09-04,6558,41.76,11,39183756
2026-09-04,6559,52.92,11,12275632
2026-09-04,6560,40.51,7,13161430
2026-09-04,6561,73.03,12,56946634
2026-09-04,6562,52.76,10,62364985
2026-09-04,6563,32.879999999999995,12,9785524
2026-09-04,6564,64.94,11,46859821
2026-09-04,6565,40.019999999999996,9,10867320
2026-09-04,6566,84.51,6,27176138
2026-09-04,6567,88.53999999999999,30,91082879
2026-09-04,6568,41.92,8,12915088
2026-09-04,6569,68.07,9,29153896
2026-09-04,6570,44.8,15,16635067
2026-09-04,6572,69.17,16,71719847
2026-09-04,6573,64.22,15,51711469
2026-09-04,6574,79.53,8,17490894
2026-09-04,6575,54.400000000000006,18,73628675
2026-09-04,6576,67.6,37,106536228
2026-09-04,6577,74.0,7,44452556
2026-09-04,6578,63.98,20,46046554
2026-09-04,6579,84.19,15,142684042
2026-09-04,6580,57.81,42,64836515
2026-09-04,6581,90.05,18,100222438
2026-09-04,6582,74.25999999999999,12,78860865
2026-09-04,6583,82.44,9,13149542
2026-09-04,6584,74.54,26,53220142
2026-09-04,6585,76.07000000000001,9,55154806
2026-09-04,6586,62.28,35,133332201
2026-09-04,6587,100.0,1,17077556
2026-09-04,6588,22.66,5,7868822
2026-09-04,6589,58.11,58,178506791
2026-09-04,6590,56.91,13,14207594
2026-09-04,6591,25.61,8,10542390
2026-09-04,6592,79.97,63,513408892
2026-09-04,6592A,85.41,15,42707213
2026-09-04,6592B,81.33,17,40676000
2026-09-04,6593,46.14,14,14704369
2026-09-04,6595,80.57,25,40179600
2026-09-04,6596,26.8,6,10188435
2026-09-04,6597,81.12,7,24377662
2026-09-04,6598,52.760000000000005,39,54267528
2026-09-04,6599,76.44,4,16057199
2026-09-04,6601,86.86999999999999,5,38835670
2026-09-04,6602,0.0,0,0
2026-09-04,6603,54.480000000000004,62,91242739
2026-09-04,6604,84.5,10,36962047
2026-09-04,6605,67.32,41,111645614
2026-09-04,6606,70.64,41,77940342
2026-09-04,6607,81.0,5,7571136
2026-09-04,6608,96.78,8,58072702
2026-09-04,6609,58.53,8,42419648
2026-09-04,6610,81.49,10,167581167
2026-09-04,6611,91.68,1,1344901
2026-09-04,6612,64.89,20,30838024
2026-09-04,6613,59.440000000000005,7,46254599
2026-09-04,6614,74.22,6,59878115
2026-09-04,6615,51.510000000000005,12,11127600
2026-09-04,6616,62.05,10,21989135
2026-09-04,6617,67.76,27,86434734
2026-09-04,6618,29.200000000000003,29,30625622
2026-09-04,6620,60.59,47,103029148
2026-09-04,6621,36.81,10,13077647
2026-09-04,6622,65.28999999999999,14,23054850
2026-09-04,6624,74.14,8,16745466
2026-09-04,6625,49.58,15,28751824
2026-09-04,6626,77.35,4,6913191
2026-09-04,6627,77.55,16,21989644
2026-09-04,6629,84.01,10,32249995
2026-09-04,6633,95.66,1,10646001
2026-09-04,6634,66.24,25,47233403
2026-09-04,6635,100.0,1,32326000
2026-09-04,6637,59.22,9,15880789
2026-09-04,6638,70.49000000000001,7,21152563
2026-09-04,6639,71.82000000000001,18,41410456
2026-09-04,6640,65.67,3,18990750
2026-09-04,6641,60.239999999999995,16,21992668
2026-09-04,6642,58.790000000000006,12,21994624
2026-09-04,6643,36.33,6,15298380
2026-09-04,6645,43.68,24,26592332
2026-09-04,6648,64.82000000000001,21,32423131
2026-09-04,6649,52.33,18,21989856
2026-09-04,6650,80.17,17,24927398
2026-09-04,6651,51.76,18,17914457
2026-09-04,6652,79.07,38,108354896
2026-09-04,6653,95.45,1,5727323
2026-09-04,6654,79.49000000000001,12,32568289
2026-09-04,6655,86.14999999999999,24,69439420
2026-09-04,6656,90.33000000000001,4,11046738
2026-09-04,6657,34.91,25,31020813
2026-09-04,6658,43.01,12,15652993
2026-09-04,6659,81.57000000000001,24,70073258
2026-09-04,6660,100.0,1,42627034
2026-09-04,6661,66.03,6,15389809
2026-09-04,6662,47.660000000000004,10,12209931
2026-09-04,6664,54.89,24,33581331
2026-09-04,6665,65.83,8,29857450
2026-09-04,6666,78.82,9,37357222
2026-09-04,6667,50.95,10,25113633
2026-09-04,6668,54.12,13,57977004
2026-09-04,6669,62.379999999999995,44,117006157
2026-09-04,6670,78.16,64,108976305
2026-09-04,6671,75.17,36,45676455
2026-09-04,6672,30.39,23,25031172
2026-09-04,6673,30.57,4,8156409
2026-09-04,6674,84.27,9,57774440
2026-09-04,6676,61.57,43,104527504
2026-09-04,6677,63.98,13,35861167
2026-09-04,6679,54.92,18,30210182
2026-09-04,6680,72.67999999999999,10,17415979
2026-09-04,6681,0.0,0,0
2026-09-04,6682,53.089999999999996,25,80778787
2026-09-04,6683,21.85,6,6025130
2026-09-04,6684,36.38,6,16214286
2026-09-04,6688,73.88,12,14039420
2026-09-04,6689,48.28,24,32840661
2026-09-04,6690,59.88,3,17964993
2026-09-04,6691,67.6,44,82135991
2026-09-04,6692,71.73,16,42221986
2026-09-04,6693,42.510000000000005,12,19445059
2026-09-04,6695,49.36,16,52840157
2026-09-04,6696,64.83,254,537707724
2026-09-04,6697,66.78999999999999,6,18252211
2026-09-04,6698,38.379999999999995,14,25490685
2026-09-04,6699,85.49,16,41743594
2026-09-04,6701,97.98,3,358305811
2026-09-04,6702,79.7,98,604792516
2026-09-04,6703,51.239999999999995,13,18586491
2026-09-04,6704,45.050000000000004,35,47760642
2026-09-04,6705,73.53,10,13242150
2026-09-04,6706,25.04,19,19685786
2026-09-04,6707,80.07000000000001,15,47250617
2026-09-04,6708,52.06,12,15108315
2026-09-04,6709,64.25,22,44584446
2026-09-04,6712,39.69,23,39907058
2026-09-04,6713,60.25,15,17768186
2026-09-04,6715,78.32000000000001,22,53488940
2026-09-04,6716,33.77,10,10218260
2026-09-04,6717,75.04,13,18713710
2026-09-04,6719,48.18,12,50870022
2026-09-04,6720,58.05,20,17550030
2026-09-04,6721,50.550000000000004,9,12388050
2026-09-04,6722,76.78999999999999,16,67896215
2026-09-04,6723,58.68,12,17633821
2026-09-04,6724,62.32,2,4424880
2026-09-04,6725,64.52,10,23964766
2026-09-04,6726,100.0,1,17670000
2026-09-04,6727,23.55,9,6336008
2026-09-04,6728,63.32,9,19077261
2026-09-04,6729,47.9,11,13253427
2026-09-04,6730,74.28,20,26983205
2026-09-04,6731,99.44,1,54249491
2026-09-04,6732,49.440000000000005,4,24187124
2026-09-04,6733,48.68,26,65411710
2026-09-04,6734,59.56999999999999,15,24206372
2026-09-04,6735,49.49,17,22861330
2026-09-04,6736,93.39,1,2424263
2026-09-04,6737,80.78,23,48511385
2026-09-04,6738,67.1,24,24641818
2026-09-04,6739,57.4,9,13430037
2026-09-04,6741,69.94,38,84347498
2026-09-04,6742,35.18,20,25088569
2026-09-04,6743,63.370000000000005,28,95085265
2026-09-04,6744,65.84,7,10141232
2026-09-04,6746,99.59,2,24805196
2026-09-04,6748,35.13,20,25194936
2026-09-04,6749,100.0,1,12500000
2026-09-04,6750,58.980000000000004,22,26371328
2026-09-04,6751,64.63,4,14351828
2026-09-04,6752,47.77,19,17749340
2026-09-04,6753,59.61,25,69954061
2026-09-04,6754,83.1,9,54851413
2026-09-04,6755,53.730000000000004,16,21402463
2026-09-04,6756,62.53,8,43782757
2026-09-04,6757,75.19,29,345556173
2026-09-04,6758,81.83,3,11024696
2026-09-04,6760,100.0,1,8447352
2026-09-04,6761,39.32,9,13748935
2026-09-04,6762,77.6,18,28664432
2026-09-04,6763,61.31999999999999,20,112876220
2026-09-04,6764,98.27,2,37542917
2026-09-04,6767,59.25,10,23225250
2026-09-04,6768,81.7,35,163530659
2026-09-04,6770,45.09,540,2127085017
2026-09-04,6771,42.629999999999995,17,13297602
2026-09-04,6772,98.74,2,47422263
2026-09-04,6775,62.15,24,68076974
2026-09-04,6776,66.66,14,61073763
2026-09-04,6778,100.0,1,28031800
2026-09-04,6779,100.0,1,44417600
2026-09-04,6780,83.3,12,13722871
2026-09-04,6781,70.2,8,59977180
2026-09-04,6782,52.6,24,33145325
2026-09-04,6784,51.19,9,9767956
2026-09-04,6785,60.989999999999995,19,40751649
2026-09-04,6786,9.05,5,2792932
2026-09-04,6787,24.86,24,20146965
2026-09-04,6788,24.27,10,9415354
2026-09-04,6789,72.42999999999999,23,230582896
2026-09-04,6790,78.53999999999999,24,209883704
2026-09-04,6791,74.23,9,15481038
2026-09-04,6792,53.89,7,25807783
2026-09-04,6793,38.959999999999994,27,29474541
2026-09-04,6794,78.78,23,50144527
2026-09-04,6796,47.42,13,19082378
2026-09-04,6797,48.76,12,14991149
2026-09-04,6798,73.3,10,14351310
2026-09-04,6799,32.230000000000004,9,14077066
2026-09-04,6803,56.34,5,41018694
2026-09-04,6804,63.82,23,30326476
2026-09-04,6805,63.76,25,43720034
2026-09-04,6806,59.98,14,164774178
2026-09-04,6807,81.42,15,43976000
2026-09-04,6808,54.11,19,42140156
2026-09-04,6810,35.36,14,17492082
2026-09-04,6811,65.46000000000001,3,27137933
2026-09-04,6812,41.019999999999996,11,12558044
2026-09-04,6813,62.5,10,14622910
2026-09-04,6814,82.81,14,34681522
2026-09-04,6815,67.2,21,26689760
2026-09-04,6816,70.99,3,8648222
2026-09-04,6817,54.89,1,10110400
2026-09-04,6818,66.53,6,16971574
2026-09-04,6819,56.25,13,19117747
2026-09-04,6820,73.6,5,16380061
2026-09-04,6821,50.49,13,18064475
2026-09-04,6822,100.0,1,36300000
2026-09-04,6823,55.23,6,16871059
2026-09-04,6824,100.0,1,35590000
2026-09-04,6825,73.37,11,24692364
2026-09-04,6826,74.75,17,63958827
2026-09-04,6827,62.61,26,49669592
2026-09-04,6829,67.85,6,40157399
2026-09-04,6830,30.76,18,16839622
2026-09-04,6831,57.059999999999995,29,38528215
2026-09-04,6832,86.10000000000001,3,22742144
2026-09-04,6833,84.96000000000001,8,42471444
2026-09-04,6834,56.300000000000004,28,49826187
2026-09-04,6835,78.77000000000001,27,52133237
2026-09-04,6837,59.15,18,19422768
2026-09-04,6838,61.48,28,92859309
2026-09-04,6839,80.54,29,66078026
2026-09-04,6840,53.5,13,16855592
2026-09-04,6841,47.61,29,45350161
2026-09-04,6842,39.36,7,9109815
2026-09-04,6843,76.73,16,25558740
2026-09-04,6844,63.45,10,23751857
2026-09-04,6846,66.78,7,18078202
2026-09-04,6847,55.89,8,7956005
2026-09-04,6848,52.95,8,7559720
2026-09-04,6849,48.989999999999995,12,20548698
2026-09-04,6850,60.56,18,20043868
2026-09-04,6851,100.0,1,55380366
2026-09-04,6854,65.08,32,76607517
2026-09-04,6855,61.33,13,14263912
2026-09-04,6856,83.57,8,23572411
2026-09-04,6857,94.62,1,14408206
2026-09-04,6858,89.89,9,24470353
2026-09-04,6859,64.47,15,26830215
2026-09-04,6861,53.06,4,22074408
2026-09-04,6862,69.8,7,34907000
2026-09-04,6863,75.64999999999999,10,56669083
2026-09-04,6864,37.120000000000005,19,14070328
2026-09-04,6865,50.68,7,8030537
2026-09-04,6866,99.73,1,76003376
2026-09-04,6867,86.42,7,21175392
2026-09-04,6868,55.35,14,13868062
2026-09-04,6869,54.95,40,75761740
2026-09-04,6870,75.8,14,21767380
2026-09-04,6872,58.059999999999995,28,41095667
2026-09-04,6873,61.53,42,87807324
